instrument,granularity,time,open,high,low,close,volume
EUR_USD,H1,2025-08-28T07:00:00.000000000Z,1.16431,1.16498,1.16339,1.16438,6899
EUR_USD,H1,2025-08-28T08:00:00.000000000Z,1.16438,1.16456,1.1629,1.16424,6406
EUR_USD,H1,2025-08-28T09:00:00.000000000Z,1.16426,1.16546,1.16426,1.16488,4803
EUR_USD,H1,2025-08-28T10:00:00.000000000Z,1.16487,1.1675,1.16482,1.16716,5501
EUR_USD,H1,2025-08-28T11:00:00.000000000Z,1.16712,1.16736,1.16594,1.16667,5595
EUR_USD,H1,2025-08-28T12:00:00.000000000Z,1.16668,1.16873,1.16625,1.16696,13038
EUR_USD,H1,2025-08-28T13:00:00.000000000Z,1.16696,1.16773,1.16586,1.16723,11394
EUR_USD,H1,2025-08-28T14:00:00.000000000Z,1.16724,1.16863,1.16662,1.16704,10841
EUR_USD,H1,2025-08-28T15:00:00.000000000Z,1.16705,1.16755,1.16612,1.16722,7522
EUR_USD,H1,2025-08-28T16:00:00.000000000Z,1.16721,1.16902,1.16718,1.16895,4371
EUR_USD,H1,2025-08-28T17:00:00.000000000Z,1.16894,1.16975,1.16868,1.1688,4300
EUR_USD,H1,2025-08-28T18:00:00.000000000Z,1.1688,1.16904,1.16848,1.1689,3148
EUR_USD,H1,2025-08-28T19:00:00.000000000Z,1.16891,1.16902,1.16822,1.16826,2319
EUR_USD,H1,2025-08-28T20:00:00.000000000Z,1.16826,1.16834,1.16779,1.16825,1791
EUR_USD,H1,2025-08-28T21:00:00.000000000Z,1.16824,1.16828,1.16775,1.16794,1144
EUR_USD,H1,2025-08-28T22:00:00.000000000Z,1.16788,1.16808,1.16734,1.16742,1950
EUR_USD,H1,2025-08-28T23:00:00.000000000Z,1.16741,1.1682,1.16738,1.16786,1391
EUR_USD,H1,2025-08-29T00:00:00.000000000Z,1.16788,1.16822,1.16726,1.16748,3849
EUR_USD,H1,2025-08-29T01:00:00.000000000Z,1.16748,1.16764,1.16561,1.16588,5075
EUR_USD,H1,2025-08-29T02:00:00.000000000Z,1.16588,1.16652,1.16588,1.16622,3645
EUR_USD,H1,2025-08-29T03:00:00.000000000Z,1.16622,1.16648,1.16601,1.16626,2479
EUR_USD,H1,2025-08-29T04:00:00.000000000Z,1.16628,1.1665,1.16586,1.16648,1995
EUR_USD,H1,2025-08-29T05:00:00.000000000Z,1.16649,1.16703,1.16616,1.16699,2870
EUR_USD,H1,2025-08-29T06:00:00.000000000Z,1.16696,1.16706,1.16612,1.16672,5075
EUR_USD,H1,2025-08-29T07:00:00.000000000Z,1.16668,1.16772,1.16628,1.1676,6470
EUR_USD,H1,2025-08-29T08:00:00.000000000Z,1.16762,1.16904,1.16698,1.16758,7283
EUR_USD,H1,2025-08-29T09:00:00.000000000Z,1.1676,1.16828,1.1669,1.1673,5341
EUR_USD,H1,2025-08-29T10:00:00.000000000Z,1.1673,1.16746,1.1665,1.16677,4376
EUR_USD,H1,2025-08-29T11:00:00.000000000Z,1.16679,1.16683,1.16612,1.16632,4632
EUR_USD,H1,2025-08-29T12:00:00.000000000Z,1.1663,1.16642,1.16508,1.16587,9392
EUR_USD,H1,2025-08-29T13:00:00.000000000Z,1.16586,1.16731,1.16536,1.16686,9508
EUR_USD,H1,2025-08-29T14:00:00.000000000Z,1.16688,1.17052,1.16688,1.17044,13976
EUR_USD,H1,2025-08-29T15:00:00.000000000Z,1.17044,1.1709,1.16944,1.16944,9179
EUR_USD,H1,2025-08-29T16:00:00.000000000Z,1.16944,1.17073,1.16936,1.17017,5999
EUR_USD,H1,2025-08-29T17:00:00.000000000Z,1.17017,1.1703,1.16962,1.16964,3524
EUR_USD,H1,2025-08-29T18:00:00.000000000Z,1.16965,1.16995,1.16934,1.16986,2731
EUR_USD,H1,2025-08-29T19:00:00.000000000Z,1.16985,1.16996,1.1693,1.16982,2686
EUR_USD,H1,2025-08-29T20:00:00.000000000Z,1.16985,1.17007,1.16811,1.16858,2601
EUR_USD,H1,2025-08-31T21:00:00.000000000Z,1.1696,1.16976,1.16874,1.16892,733
EUR_USD,H1,2025-08-31T22:00:00.000000000Z,1.16894,1.1691,1.16868,1.16888,1098
EUR_USD,H1,2025-08-31T23:00:00.000000000Z,1.16889,1.16904,1.1687,1.16902,1191
EUR_USD,H1,2025-09-01T00:00:00.000000000Z,1.16902,1.16982,1.16898,1.16972,2796
EUR_USD,H1,2025-09-01T01:00:00.000000000Z,1.16974,1.16974,1.16881,1.16948,3775
EUR_USD,H1,2025-09-01T02:00:00.000000000Z,1.16949,1.17139,1.16948,1.17119,4390
EUR_USD,H1,2025-09-01T03:00:00.000000000Z,1.17121,1.17146,1.17046,1.17084,2960
EUR_USD,H1,2025-09-01T04:00:00.000000000Z,1.17084,1.17102,1.17046,1.17084,1935
EUR_USD,H1,2025-09-01T05:00:00.000000000Z,1.17084,1.17155,1.17081,1.17144,2701
EUR_USD,H1,2025-09-01T06:00:00.000000000Z,1.17145,1.17335,1.17134,1.17252,6509
EUR_USD,H1,2025-09-01T07:00:00.000000000Z,1.17252,1.17279,1.17152,1.17256,6376
EUR_USD,H1,2025-09-01T08:00:00.000000000Z,1.17253,1.17365,1.17161,1.17352,6200
EUR_USD,H1,2025-09-01T09:00:00.000000000Z,1.17353,1.17363,1.17186,1.17195,5516
EUR_USD,H1,2025-09-01T10:00:00.000000000Z,1.17195,1.17264,1.17181,1.17196,4106
EUR_USD,H1,2025-09-01T11:00:00.000000000Z,1.17196,1.17294,1.1713,1.17144,5101
EUR_USD,H1,2025-09-01T12:00:00.000000000Z,1.17144,1.1718,1.17064,1.17075,5150
EUR_USD,H1,2025-09-01T13:00:00.000000000Z,1.17075,1.17163,1.17051,1.17078,5683
EUR_USD,H1,2025-09-01T14:00:00.000000000Z,1.17078,1.17145,1.17056,1.17109,5726
EUR_USD,H1,2025-09-01T15:00:00.000000000Z,1.17106,1.17117,1.16994,1.16996,3768
EUR_USD,H1,2025-09-01T16:00:00.000000000Z,1.16996,1.17048,1.16966,1.17048,2378
EUR_USD,H1,2025-09-01T17:00:00.000000000Z,1.17048,1.17053,1.17014,1.17042,1274
EUR_USD,H1,2025-09-01T18:00:00.000000000Z,1.17043,1.17077,1.1704,1.17076,938
EUR_USD,H1,2025-09-01T19:00:00.000000000Z,1.17076,1.1714,1.17076,1.1713,1316
EUR_USD,H1,2025-09-01T20:00:00.000000000Z,1.17129,1.17136,1.17108,1.17114,1075
EUR_USD,H1,2025-09-01T21:00:00.000000000Z,1.17094,1.17104,1.1708,1.17088,843
EUR_USD,H1,2025-09-01T22:00:00.000000000Z,1.1709,1.17136,1.17081,1.17112,812
EUR_USD,H1,2025-09-01T23:00:00.000000000Z,1.17114,1.17183,1.1711,1.1715,1210
EUR_USD,H1,2025-09-02T00:00:00.000000000Z,1.1715,1.17159,1.17032,1.17046,4511
EUR_USD,H1,2025-09-02T01:00:00.000000000Z,1.17045,1.17071,1.16995,1.17037,6277
EUR_USD,H1,2025-09-02T02:00:00.000000000Z,1.17038,1.17043,1.16922,1.16985,4323
EUR_USD,H1,2025-09-02T03:00:00.000000000Z,1.16982,1.16994,1.1693,1.16952,3235
EUR_USD,H1,2025-09-02T04:00:00.000000000Z,1.16952,1.16961,1.16896,1.16934,2634
EUR_USD,H1,2025-09-02T05:00:00.000000000Z,1.16934,1.16972,1.16873,1.16944,3477
EUR_USD,H1,2025-09-02T06:00:00.000000000Z,1.16946,1.17066,1.16946,1.1703,5869
EUR_USD,H1,2025-09-02T07:00:00.000000000Z,1.17031,1.17066,1.1643,1.16462,16485
EUR_USD,H1,2025-09-02T08:00:00.000000000Z,1.16466,1.16558,1.16338,1.1645,15748
EUR_USD,H1,2025-09-02T09:00:00.000000000Z,1.16452,1.16484,1.1624,1.16376,11277
EUR_USD,H1,2025-09-02T10:00:00.000000000Z,1.16377,1.1642,1.16268,1.1632,8806
EUR_USD,H1,2025-09-02T11:00:00.000000000Z,1.16318,1.16498,1.1628,1.16466,9379
EUR_USD,H1,2025-09-02T12:00:00.000000000Z,1.16468,1.16532,1.1613,1.16172,13534
EUR_USD,H1,2025-09-02T13:00:00.000000000Z,1.16172,1.16514,1.1615,1.165,13097
EUR_USD,H1,2025-09-02T14:00:00.000000000Z,1.16504,1.16826,1.16504,1.16624,17221
EUR_USD,H1,2025-09-02T15:00:00.000000000Z,1.16626,1.16685,1.16494,1.16526,9917
EUR_USD,H1,2025-09-02T16:00:00.000000000Z,1.16528,1.16548,1.1643,1.1644,5575
EUR_USD,H1,2025-09-02T17:00:00.000000000Z,1.1644,1.16484,1.16414,1.16424,3834
EUR_USD,H1,2025-09-02T18:00:00.000000000Z,1.16423,1.16436,1.16297,1.16334,4819
EUR_USD,H1,2025-09-02T19:00:00.000000000Z,1.16336,1.16414,1.1632,1.16414,3132
EUR_USD,H1,2025-09-02T20:00:00.000000000Z,1.16416,1.16436,1.16388,1.16423,1763
EUR_USD,H1,2025-09-02T21:00:00.000000000Z,1.16422,1.16455,1.16395,1.16419,750
EUR_USD,H1,2025-09-02T22:00:00.000000000Z,1.16418,1.16443,1.16366,1.1637,877
EUR_USD,H1,2025-09-02T23:00:00.000000000Z,1.16372,1.1638,1.16327,1.1633,1298
EUR_USD,H1,2025-09-03T00:00:00.000000000Z,1.16328,1.16364,1.16289,1.1633,3481
EUR_USD,H1,2025-09-03T01:00:00.000000000Z,1.16331,1.16354,1.16265,1.16304,4618
EUR_USD,H1,2025-09-03T02:00:00.000000000Z,1.16304,1.16355,1.16248,1.16273,3528
EUR_USD,H1,2025-09-03T03:00:00.000000000Z,1.16274,1.16304,1.1623,1.16234,2952
EUR_USD,H1,2025-09-03T04:00:00.000000000Z,1.16235,1.16318,1.1622,1.16318,2543
EUR_USD,H1,2025-09-03T05:00:00.000000000Z,1.16317,1.16348,1.16265,1.163,3013
EUR_USD,H1,2025-09-03T06:00:00.000000000Z,1.163,1.1643,1.16285,1.1633,5609
EUR_USD,H1,2025-09-03T07:00:00.000000000Z,1.1633,1.16361,1.16082,1.16358,10248
EUR_USD,H1,2025-09-03T08:00:00.000000000Z,1.16358,1.16578,1.16356,1.16566,8435
EUR_USD,H1,2025-09-03T09:00:00.000000000Z,1.16566,1.1665,1.16518,1.16564,6772
EUR_USD,H1,2025-09-03T10:00:00.000000000Z,1.16564,1.16578,1.16397,1.16436,5758
EUR_USD,H1,2025-09-03T11:00:00.000000000Z,1.16436,1.16547,1.164,1.16516,5749
EUR_USD,H1,2025-09-03T12:00:00.000000000Z,1.16515,1.1659,1.16446,1.16482,7959
EUR_USD,H1,2025-09-03T13:00:00.000000000Z,1.16484,1.16542,1.16386,1.16511,11452
EUR_USD,H1,2025-09-03T14:00:00.000000000Z,1.1651,1.16805,1.16506,1.16637,16301
EUR_USD,H1,2025-09-03T15:00:00.000000000Z,1.16638,1.16822,1.16631,1.1675,8384
EUR_USD,H1,2025-09-03T16:00:00.000000000Z,1.16752,1.16776,1.16667,1.16753,4738
EUR_USD,H1,2025-09-03T17:00:00.000000000Z,1.16754,1.16772,1.16588,1.16611,4143
EUR_USD,H1,2025-09-03T18:00:00.000000000Z,1.1661,1.16679,1.16582,1.16618,4245
EUR_USD,H1,2025-09-03T19:00:00.000000000Z,1.16618,1.16628,1.16558,1.16584,2782
EUR_USD,H1,2025-09-03T20:00:00.000000000Z,1.16583,1.16647,1.16558,1.16612,1737
EUR_USD,H1,2025-09-03T21:00:00.000000000Z,1.16618,1.1663,1.16596,1.16612,1787
EUR_USD,H1,2025-09-03T22:00:00.000000000Z,1.16613,1.16634,1.16596,1.16603,760
EUR_USD,H1,2025-09-03T23:00:00.000000000Z,1.16604,1.16624,1.16568,1.16611,1305
EUR_USD,H1,2025-09-04T00:00:00.000000000Z,1.16613,1.16624,1.16548,1.16588,4498
EUR_USD,H1,2025-09-04T01:00:00.000000000Z,1.16588,1.16696,1.16524,1.16584,4762
EUR_USD,H1,2025-09-04T02:00:00.000000000Z,1.16583,1.16589,1.1651,1.1653,3720
EUR_USD,H1,2025-09-04T03:00:00.000000000Z,1.16531,1.16558,1.16504,1.16532,2591
EUR_USD,H1,2025-09-04T04:00:00.000000000Z,1.1653,1.1655,1.16506,1.16518,2170
EUR_USD,H1,2025-09-04T05:00:00.000000000Z,1.16516,1.16557,1.16484,1.16554,2775
EUR_USD,H1,2025-09-04T06:00:00.000000000Z,1.16555,1.16614,1.165,1.1652,5480
EUR_USD,H1,2025-09-04T07:00:00.000000000Z,1.16518,1.16586,1.1644,1.16507,6642
EUR_USD,H1,2025-09-04T08:00:00.000000000Z,1.16506,1.16594,1.16482,1.16578,6334
EUR_USD,H1,2025-09-04T09:00:00.000000000Z,1.16576,1.16598,1.16396,1.16432,6345
EUR_USD,H1,2025-09-04T10:00:00.000000000Z,1.16433,1.16598,1.1643,1.16528,5650
EUR_USD,H1,2025-09-04T11:00:00.000000000Z,1.16524,1.1653,1.16393,1.16428,5297
EUR_USD,H1,2025-09-04T12:00:00.000000000Z,1.1643,1.1659,1.163,1.16458,12435
EUR_USD,H1,2025-09-04T13:00:00.000000000Z,1.16458,1.16558,1.16374,1.16492,10324
EUR_USD,H1,2025-09-04T14:00:00.000000000Z,1.16454,1.16517,1.16317,1.16347,13451
EUR_USD,H1,2025-09-04T15:00:00.000000000Z,1.16348,1.165,1.16314,1.16477,6102
EUR_USD,H1,2025-09-04T16:00:00.000000000Z,1.16478,1.16483,1.16339,1.16395,4265
EUR_USD,H1,2025-09-04T17:00:00.000000000Z,1.16395,1.16402,1.16345,1.16375,3379
EUR_USD,H1,2025-09-04T18:00:00.000000000Z,1.16375,1.16478,1.16367,1.16438,3115
EUR_USD,H1,2025-09-04T19:00:00.000000000Z,1.1644,1.1652,1.1644,1.1651,2537
EUR_USD,H1,2025-09-04T20:00:00.000000000Z,1.16509,1.16525,1.16484,1.16507,1395
EUR_USD,H1,2025-09-04T21:00:00.000000000Z,1.16494,1.16504,1.1648,1.16496,638
EUR_USD,H1,2025-09-04T22:00:00.000000000Z,1.1649,1.16534,1.16489,1.1649,747
EUR_USD,H1,2025-09-04T23:00:00.000000000Z,1.16491,1.1658,1.16488,1.16568,1669
EUR_USD,H1,2025-09-05T00:00:00.000000000Z,1.16569,1.1661,1.16524,1.16598,4559
EUR_USD,H1,2025-09-05T01:00:00.000000000Z,1.16598,1.1672,1.16597,1.16707,4059
EUR_USD,H1,2025-09-05T02:00:00.000000000Z,1.16708,1.16746,1.16682,1.16682,2680
EUR_USD,H1,2025-09-05T03:00:00.000000000Z,1.16683,1.16732,1.16661,1.16712,2446
EUR_USD,H1,2025-09-05T04:00:00.000000000Z,1.16713,1.16719,1.1665,1.16669,2035
EUR_USD,H1,2025-09-05T05:00:00.000000000Z,1.1667,1.16778,1.16666,1.16769,2515
EUR_USD,H1,2025-09-05T06:00:00.000000000Z,1.16769,1.16776,1.1665,1.16692,5617
EUR_USD,H1,2025-09-05T07:00:00.000000000Z,1.16694,1.16789,1.16664,1.1678,6408
EUR_USD,H1,2025-09-05T08:00:00.000000000Z,1.16778,1.16846,1.16752,1.16834,4331
EUR_USD,H1,2025-09-05T09:00:00.000000000Z,1.16834,1.16924,1.16814,1.16879,4174
EUR_USD,H1,2025-09-05T10:00:00.000000000Z,1.1688,1.16968,1.16868,1.16914,4097
EUR_USD,H1,2025-09-05T11:00:00.000000000Z,1.16913,1.16916,1.16779,1.16873,5746
EUR_USD,H1,2025-09-05T12:00:00.000000000Z,1.16874,1.17506,1.16862,1.17344,27642
EUR_USD,H1,2025-09-05T13:00:00.000000000Z,1.17344,1.17504,1.1714,1.17489,22597
EUR_USD,H1,2025-09-05T14:00:00.000000000Z,1.1749,1.17595,1.17232,1.17366,17846
EUR_USD,H1,2025-09-05T15:00:00.000000000Z,1.17367,1.17595,1.17348,1.17584,10115
EUR_USD,H1,2025-09-05T16:00:00.000000000Z,1.17584,1.17596,1.17366,1.1739,6362
EUR_USD,H1,2025-09-05T17:00:00.000000000Z,1.1739,1.17393,1.17248,1.1726,5868
EUR_USD,H1,2025-09-05T18:00:00.000000000Z,1.17259,1.17264,1.17146,1.17172,4189
EUR_USD,H1,2025-09-05T19:00:00.000000000Z,1.1717,1.17232,1.17131,1.1718,3056
EUR_USD,H1,2025-09-05T20:00:00.000000000Z,1.17178,1.1722,1.1715,1.1718,2060
EUR_USD,H1,2025-09-07T21:00:00.000000000Z,1.1714,1.17198,1.17124,1.17189,356
EUR_USD,H1,2025-09-07T22:00:00.000000000Z,1.17188,1.17226,1.17036,1.1706,3079
EUR_USD,H1,2025-09-07T23:00:00.000000000Z,1.17063,1.1716,1.1706,1.17122,2990
EUR_USD,H1,2025-09-08T00:00:00.000000000Z,1.17124,1.17132,1.17049,1.17131,5993
EUR_USD,H1,2025-09-08T01:00:00.000000000Z,1.17132,1.17176,1.17076,1.1713,6656
EUR_USD,H1,2025-09-08T02:00:00.000000000Z,1.1713,1.17164,1.17104,1.1715,5790
EUR_USD,H1,2025-09-08T03:00:00.000000000Z,1.17149,1.17158,1.17083,1.17096,4002
EUR_USD,H1,2025-09-08T04:00:00.000000000Z,1.17094,1.17144,1.17062,1.17131,2735
EUR_USD,H1,2025-09-08T05:00:00.000000000Z,1.1713,1.17211,1.17122,1.17152,3391
EUR_USD,H1,2025-09-08T06:00:00.000000000Z,1.17152,1.17278,1.17118,1.1727,7356
EUR_USD,H1,2025-09-08T07:00:00.000000000Z,1.1727,1.1734,1.17205,1.1733,7312
EUR_USD,H1,2025-09-08T08:00:00.000000000Z,1.17328,1.1743,1.1726,1.17314,6882
EUR_USD,H1,2025-09-08T09:00:00.000000000Z,1.17313,1.17316,1.17208,1.17237,4572
EUR_USD,H1,2025-09-08T10:00:00.000000000Z,1.17236,1.17288,1.172,1.1726,4629
EUR_USD,H1,2025-09-08T11:00:00.000000000Z,1.17258,1.17319,1.17246,1.17291,4548
EUR_USD,H1,2025-09-08T12:00:00.000000000Z,1.17289,1.17416,1.17229,1.17377,7997
EUR_USD,H1,2025-09-08T13:00:00.000000000Z,1.17376,1.17564,1.17364,1.17513,9480
EUR_USD,H1,2025-09-08T14:00:00.000000000Z,1.17512,1.17547,1.17399,1.17454,9363
EUR_USD,H1,2025-09-08T15:00:00.000000000Z,1.17456,1.17523,1.17431,1.17504,6617
EUR_USD,H1,2025-09-08T16:00:00.000000000Z,1.17501,1.1752,1.17351,1.17406,4687
EUR_USD,H1,2025-09-08T17:00:00.000000000Z,1.17407,1.1747,1.1735,1.17396,4026
EUR_USD,H1,2025-09-08T18:00:00.000000000Z,1.17396,1.17628,1.17396,1.17612,3882
EUR_USD,H1,2025-09-08T19:00:00.000000000Z,1.17612,1.17658,1.17594,1.17626,3316
EUR_USD,H1,2025-09-08T20:00:00.000000000Z,1.17624,1.17638,1.17594,1.17633,2131
EUR_USD,H1,2025-09-08T21:00:00.000000000Z,1.17619,1.17628,1.17586,1.17612,912
EUR_USD,H1,2025-09-08T22:00:00.000000000Z,1.17616,1.17652,1.17612,1.17622,1206
EUR_USD,H1,2025-09-08T23:00:00.000000000Z,1.17623,1.17728,1.17623,1.17686,2130
EUR_USD,H1,2025-09-09T00:00:00.000000000Z,1.17686,1.17745,1.17656,1.17715,3306
EUR_USD,H1,2025-09-09T01:00:00.000000000Z,1.17714,1.1778,1.1766,1.17752,3506
EUR_USD,H1,2025-09-09T02:00:00.000000000Z,1.17751,1.17769,1.1768,1.1769,3000
EUR_USD,H1,2025-09-09T03:00:00.000000000Z,1.1769,1.177,1.17634,1.1764,2158
EUR_USD,H1,2025-09-09T04:00:00.000000000Z,1.1764,1.1776,1.17638,1.17728,2540
EUR_USD,H1,2025-09-09T05:00:00.000000000Z,1.17728,1.17801,1.17713,1.17788,3676
EUR_USD,H1,2025-09-09T06:00:00.000000000Z,1.17788,1.17799,1.17563,1.1765,7293
EUR_USD,H1,2025-09-09T07:00:00.000000000Z,1.17649,1.17686,1.17478,1.17526,8574
EUR_USD,H1,2025-09-09T08:00:00.000000000Z,1.17526,1.17624,1.17442,1.17595,11915
EUR_USD,H1,2025-09-09T09:00:00.000000000Z,1.17596,1.17724,1.17594,1.17676,7592
EUR_USD,H1,2025-09-09T10:00:00.000000000Z,1.17674,1.17712,1.17526,1.17542,6176
EUR_USD,H1,2025-09-09T11:00:00.000000000Z,1.17541,1.17546,1.17412,1.17421,5120
EUR_USD,H1,2025-09-09T12:00:00.000000000Z,1.1742,1.1745,1.17277,1.17376,7930
EUR_USD,H1,2025-09-09T13:00:00.000000000Z,1.17374,1.17488,1.1734,1.1742,9659
EUR_USD,H1,2025-09-09T14:00:00.000000000Z,1.17421,1.17628,1.17226,1.17308,22999
EUR_USD,H1,2025-09-09T15:00:00.000000000Z,1.17308,1.17318,1.17156,1.17222,9687
EUR_USD,H1,2025-09-09T16:00:00.000000000Z,1.17222,1.17298,1.17188,1.17189,5884
EUR_USD,H1,2025-09-09T17:00:00.000000000Z,1.1719,1.17236,1.17084,1.17094,6022
EUR_USD,H1,2025-09-09T18:00:00.000000000Z,1.17097,1.17146,1.17043,1.17064,4898
EUR_USD,H1,2025-09-09T19:00:00.000000000Z,1.17064,1.17091,1.17039,1.17066,3161
EUR_USD,H1,2025-09-09T20:00:00.000000000Z,1.17067,1.17116,1.17044,1.1711,2139
EUR_USD,H1,2025-09-09T21:00:00.000000000Z,1.17096,1.17122,1.17068,1.17121,1569
EUR_USD,H1,2025-09-09T22:00:00.000000000Z,1.1712,1.1714,1.17088,1.1712,875
EUR_USD,H1,2025-09-09T23:00:00.000000000Z,1.17118,1.17122,1.16974,1.17024,2480
EUR_USD,H1,2025-09-10T00:00:00.000000000Z,1.17023,1.17024,1.16962,1.1697,4496
EUR_USD,H1,2025-09-10T01:00:00.000000000Z,1.16971,1.17028,1.16892,1.16996,6747
EUR_USD,H1,2025-09-10T02:00:00.000000000Z,1.16996,1.17084,1.16994,1.17072,4741
EUR_USD,H1,2025-09-10T03:00:00.000000000Z,1.17073,1.17102,1.17068,1.17082,3027
EUR_USD,H1,2025-09-10T04:00:00.000000000Z,1.17084,1.17157,1.17076,1.17151,2657
EUR_USD,H1,2025-09-10T05:00:00.000000000Z,1.1715,1.1716,1.17052,1.17086,3932
EUR_USD,H1,2025-09-10T06:00:00.000000000Z,1.17085,1.17186,1.16916,1.16981,7761
EUR_USD,H1,2025-09-10T07:00:00.000000000Z,1.16979,1.17079,1.16825,1.17028,10114
EUR_USD,H1,2025-09-10T08:00:00.000000000Z,1.17028,1.17038,1.16911,1.17,7245
EUR_USD,H1,2025-09-10T09:00:00.000000000Z,1.16999,1.17172,1.16984,1.17134,5946
EUR_USD,H1,2025-09-10T10:00:00.000000000Z,1.17131,1.17146,1.16963,1.17004,5077
EUR_USD,H1,2025-09-10T11:00:00.000000000Z,1.17002,1.1707,1.16954,1.17046,5590
EUR_USD,H1,2025-09-10T12:00:00.000000000Z,1.17047,1.17276,1.16912,1.17005,18933
EUR_USD,H1,2025-09-10T13:00:00.000000000Z,1.17006,1.17246,1.1696,1.17201,14464
EUR_USD,H1,2025-09-10T14:00:00.000000000Z,1.172,1.1731,1.1715,1.17278,12239
EUR_USD,H1,2025-09-10T15:00:00.000000000Z,1.17278,1.17301,1.17132,1.17146,6998
EUR_USD,H1,2025-09-10T16:00:00.000000000Z,1.17144,1.17162,1.17028,1.17056,5005
EUR_USD,H1,2025-09-10T17:00:00.000000000Z,1.17056,1.17112,1.17018,1.1706,4276
EUR_USD,H1,2025-09-10T18:00:00.000000000Z,1.17058,1.17122,1.17026,1.17046,4007
EUR_USD,H1,2025-09-10T19:00:00.000000000Z,1.17047,1.17047,1.16935,1.17002,3044
EUR_USD,H1,2025-09-10T20:00:00.000000000Z,1.17002,1.17014,1.16939,1.16939,1948
EUR_USD,H1,2025-09-10T21:00:00.000000000Z,1.16954,1.17006,1.16951,1.16996,1411
EUR_USD,H1,2025-09-10T22:00:00.000000000Z,1.16998,1.17034,1.16986,1.17032,1116
EUR_USD,H1,2025-09-10T23:00:00.000000000Z,1.17032,1.17068,1.17012,1.17026,1151
EUR_USD,H1,2025-09-11T00:00:00.000000000Z,1.17026,1.17027,1.16936,1.1694,2998
EUR_USD,H1,2025-09-11T01:00:00.000000000Z,1.16938,1.17028,1.1693,1.16974,3156
EUR_USD,H1,2025-09-11T02:00:00.000000000Z,1.16972,1.16989,1.16936,1.16967,2361
EUR_USD,H1,2025-09-11T03:00:00.000000000Z,1.16964,1.17004,1.16948,1.16959,2043
EUR_USD,H1,2025-09-11T04:00:00.000000000Z,1.16958,1.16995,1.16942,1.16994,1601
EUR_USD,H1,2025-09-11T05:00:00.000000000Z,1.16996,1.16996,1.16892,1.169,3189
EUR_USD,H1,2025-09-11T06:00:00.000000000Z,1.169,1.16968,1.16838,1.16908,7614
EUR_USD,H1,2025-09-11T07:00:00.000000000Z,1.16907,1.16964,1.16868,1.16926,8613
EUR_USD,H1,2025-09-11T08:00:00.000000000Z,1.16926,1.16954,1.16886,1.16921,6011
EUR_USD,H1,2025-09-11T09:00:00.000000000Z,1.1692,1.16932,1.16774,1.16859,6395
EUR_USD,H1,2025-09-11T10:00:00.000000000Z,1.16858,1.16885,1.16801,1.16832,5787
EUR_USD,H1,2025-09-11T11:00:00.000000000Z,1.16832,1.16912,1.16781,1.16838,6670
EUR_USD,H1,2025-09-11T12:00:00.000000000Z,1.16839,1.1721,1.16606,1.17152,28391
EUR_USD,H1,2025-09-11T13:00:00.000000000Z,1.17152,1.1741,1.1714,1.17392,22796
EUR_USD,H1,2025-09-11T14:00:00.000000000Z,1.17392,1.17444,1.17256,1.1728,13457
EUR_USD,H1,2025-09-11T15:00:00.000000000Z,1.17279,1.17461,1.17262,1.17314,8612
EUR_USD,H1,2025-09-11T16:00:00.000000000Z,1.17315,1.17399,1.17306,1.17365,5795
EUR_USD,H1,2025-09-11T17:00:00.000000000Z,1.17366,1.17392,1.17278,1.17317,5597
EUR_USD,H1,2025-09-11T18:00:00.000000000Z,1.17316,1.17384,1.17306,1.17356,3560
EUR_USD,H1,2025-09-11T19:00:00.000000000Z,1.17356,1.1739,1.17337,1.17368,3030
EUR_USD,H1,2025-09-11T20:00:00.000000000Z,1.17368,1.17398,1.17354,1.17355,2703
EUR_USD,H1,2025-09-11T21:00:00.000000000Z,1.17333,1.17361,1.17333,1.1735,1165
EUR_USD,H1,2025-09-11T22:00:00.000000000Z,1.17352,1.17406,1.17352,1.1739,1144
EUR_USD,H1,2025-09-11T23:00:00.000000000Z,1.17392,1.17402,1.1733,1.17332,1946
EUR_USD,H1,2025-09-12T00:00:00.000000000Z,1.17332,1.17344,1.17273,1.1733,4669
EUR_USD,H1,2025-09-12T01:00:00.000000000Z,1.17331,1.17345,1.17254,1.17256,3776
EUR_USD,H1,2025-09-12T02:00:00.000000000Z,1.17258,1.17292,1.17238,1.17268,2913
EUR_USD,H1,2025-09-12T03:00:00.000000000Z,1.17268,1.17273,1.17229,1.17252,2669
EUR_USD,H1,2025-09-12T04:00:00.000000000Z,1.17252,1.17272,1.1721,1.17257,2704
EUR_USD,H1,2025-09-12T05:00:00.000000000Z,1.17258,1.17336,1.17242,1.17307,2674
EUR_USD,H1,2025-09-12T06:00:00.000000000Z,1.17308,1.17404,1.17221,1.17396,6270
EUR_USD,H1,2025-09-12T07:00:00.000000000Z,1.17397,1.17478,1.17371,1.17408,7488
EUR_USD,H1,2025-09-12T08:00:00.000000000Z,1.17406,1.17412,1.17158,1.17174,8222
EUR_USD,H1,2025-09-12T09:00:00.000000000Z,1.17174,1.17254,1.17126,1.17222,6718
EUR_USD,H1,2025-09-12T10:00:00.000000000Z,1.17222,1.17349,1.1722,1.17341,5118
EUR_USD,H1,2025-09-12T11:00:00.000000000Z,1.17339,1.17359,1.17208,1.17213,6013
